ghash,lat,lon,gtype,poi,pname_th,pname_en,city_code
12.757-100.964,12.757,100.964,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.757-100.965,12.757,100.965,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.756-100.963,12.756,100.963,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.756-100.962,12.756,100.962,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.755-100.961,12.755,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.756-100.961,12.756,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.757-100.961,12.757,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.758-100.961,12.758,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.759-100.961,12.759,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.760-100.961,12.76,100.961,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.760-100.962,12.76,100.962,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.760-100.963,12.76,100.963,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.759-100.960,12.759,100.96,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.759-100.963,12.759,100.963,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.759-100.964,12.759,100.964,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.759-100.962,12.759,100.962,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.758-100.962,12.758,100.962,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.758-100.963,12.758,100.963,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.758-100.964,12.758,100.964,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.757-100.963,12.757,100.963,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.757-100.962,12.757,100.962,100,cbi-072,ไร่องุ่นซิลเวอร์เลค,Silver Lake Vineyard,CBI
12.780-100.956,12.78,100.956,100,cbi-073,วันเดอร์ฟาร์ม,Wonder Farm,CBI
12.781-100.956,12.781,100.956,100,cbi-073,วันเดอร์ฟาร์ม,Wonder Farm,CBI
12.636-100.926,12.636,100.926,100,cbi-074,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,Sea Turtle Conservation Center Sattahip Naval Base,CBI
12.635-100.926,12.635,100.926,100,cbi-074,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,Sea Turtle Conservation Center Sattahip Naval Base,CBI
12.635-100.925,12.635,100.925,100,cbi-074,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,Sea Turtle Conservation Center Sattahip Naval Base,CBI
12.636-100.925,12.636,100.925,100,cbi-074,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,Sea Turtle Conservation Center Sattahip Naval Base,CBI
12.635-100.924,12.635,100.924,100,cbi-074,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,Sea Turtle Conservation Center Sattahip Naval Base,CBI
13.284-100.924,13.284,100.924,100,cbi-075,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,Institute of Marine Science Burapha University,CBI
13.284-100.925,13.284,100.925,100,cbi-075,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,Institute of Marine Science Burapha University,CBI
13.285-100.925,13.285,100.925,100,cbi-075,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,Institute of Marine Science Burapha University,CBI
13.285-100.924,13.285,100.924,100,cbi-075,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,Institute of Marine Science Burapha University,CBI
12.986-100.956,12.986,100.956,100,cbi-076,สวนช้าง (กระทิงลาย),Elephant Park (Krathing Lai),CBI
12.769-100.930,12.769,100.93,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.769-100.929,12.769,100.929,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.929,12.768,100.929,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.930,12.768,100.93,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.931,12.768,100.931,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.932,12.768,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.933,12.768,100.933,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.768-100.934,12.768,100.934,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.769-100.932,12.769,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.934,12.767,100.934,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.932,12.767,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.933,12.767,100.933,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.931,12.767,100.931,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.930,12.767,100.93,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.930,12.766,100.93,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.767-100.929,12.767,100.929,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.931,12.766,100.931,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.765-100.931,12.765,100.931,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.764-100.931,12.764,100.931,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.765-100.932,12.765,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.764-100.932,12.764,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.764-100.933,12.764,100.933,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.765-100.934,12.765,100.934,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.765-100.933,12.765,100.933,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.932,12.766,100.932,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.933,12.766,100.933,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.934,12.766,100.934,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.766-100.935,12.766,100.935,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.765-100.935,12.765,100.935,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.764-100.935,12.764,100.935,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.764-100.934,12.764,100.934,100,cbi-077,สวนนงนุช,Nong Nooch Tropical Botanical Garden,CBI
12.928-100.948,12.928,100.948,100,cbi-078,สวนป่าพนารักษ์,Panarak Forest Park,CBI
12.927-100.948,12.927,100.948,100,cbi-078,สวนป่าพนารักษ์,Panarak Forest Park,CBI
12.974-100.967,12.974,100.967,100,cbi-079,สวนผึ้งบิ๊กบี,Big Bee Garden,CBI
12.974-100.968,12.974,100.968,100,cbi-079,สวนผึ้งบิ๊กบี,Big Bee Garden,CBI
13.155-100.994,13.155,100.994,100,cbi-080,สวนรุกขชาติหนองตาอยู่,Nong Ta Yu Arboretum,CBI
13.155-100.995,13.155,100.995,100,cbi-080,สวนรุกขชาติหนองตาอยู่,Nong Ta Yu Arboretum,CBI
13.156-100.995,13.156,100.995,100,cbi-080,สวนรุกขชาติหนองตาอยู่,Nong Ta Yu Arboretum,CBI
13.156-100.994,13.156,100.994,100,cbi-080,สวนรุกขชาติหนองตาอยู่,Nong Ta Yu Arboretum,CBI
13.210-101.060,13.21,101.06,1000,cbi-081,สวนสัตว์เปิดเขาเขียว,Khao Kheow Open Zoo,CBI
13.200-101.050,13.2,101.05,1000,cbi-081,สวนสัตว์เปิดเขาเขียว,Khao Kheow Open Zoo,CBI
13.200-101.060,13.2,101.06,1000,cbi-081,สวนสัตว์เปิดเขาเขียว,Khao Kheow Open Zoo,CBI
13.210-101.050,13.21,101.05,1000,cbi-081,สวนสัตว์เปิดเขาเขียว,Khao Kheow Open Zoo,CBI
13.338-100.957,13.338,100.957,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.339-100.956,13.339,100.956,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.339-100.957,13.339,100.957,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.338-100.956,13.338,100.956,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.338-100.955,13.338,100.955,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.337-100.955,13.337,100.955,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.337-100.956,13.337,100.956,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.337-100.957,13.337,100.957,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.336-100.957,13.336,100.957,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.335-100.957,13.335,100.957,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.335-100.956,13.335,100.956,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.335-100.955,13.335,100.955,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.336-100.955,13.336,100.955,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.336-100.956,13.336,100.956,100,cbi-082,สวนสาธารณะเฉลิมพระเกียรติ ร.9,Rama IX Commemoration Public Park,CBI
13.150-101.010,13.15,101.01,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.150-101.011,13.15,101.011,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.151-101.011,13.151,101.011,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.151-101.010,13.151,101.01,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.151-101.012,13.151,101.012,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.150-101.012,13.15,101.012,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.150-101.013,13.15,101.013,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.151-101.013,13.151,101.013,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.014,13.149,101.014,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.015,13.149,101.015,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.150-101.014,13.15,101.014,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.012,13.149,101.012,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.013,13.149,101.013,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.148-101.013,13.148,101.013,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.148-101.012,13.148,101.012,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.148-101.011,13.148,101.011,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.147-101.011,13.147,101.011,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.148-101.010,13.148,101.01,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.011,13.149,101.011,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
13.149-101.010,13.149,101.01,100,cbi-083,สวนเสือศรีราชา,Sriracha Tiger Zoo,CBI
12.882-100.927,12.882,100.927,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.881-100.926,12.881,100.926,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.881-100.927,12.881,100.927,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.881-100.928,12.881,100.928,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.881-100.929,12.881,100.929,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.881-100.930,12.881,100.93,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.880-100.930,12.88,100.93,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.880-100.929,12.88,100.929,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.880-100.928,12.88,100.928,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.880-100.927,12.88,100.927,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.882-100.928,12.882,100.928,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.882-100.929,12.882,100.929,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.883-100.928,12.883,100.928,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.883-100.927,12.883,100.927,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.879-100.927,12.879,100.927,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.879-100.928,12.879,100.928,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.879-100.930,12.879,100.93,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.879-100.929,12.879,100.929,100,cbi-084,หมู่บ้านช้างพัทยา,Pattaya Elephant Village,CBI
12.925-100.867,12.925,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.925-100.866,12.925,100.866,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.925-100.868,12.925,100.868,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.926-100.867,12.926,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.927-100.867,12.927,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.924-100.867,12.924,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.928-100.867,12.928,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.928-100.868,12.928,100.868,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.929-100.867,12.929,100.867,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.929-100.866,12.929,100.866,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.928-100.866,12.928,100.866,100,cbi-085,แหลมบาลีฮาย,Bali Hai Cape,CBI
12.896-100.896,12.896,100.896,100,cbi-086,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,Under Water World Pattaya,CBI
12.896-100.895,12.896,100.895,100,cbi-086,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,Under Water World Pattaya,CBI
12.897-100.896,12.897,100.896,100,cbi-086,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,Under Water World Pattaya,CBI
12.897-100.895,12.897,100.895,100,cbi-086,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,Under Water World Pattaya,CBI
12.942-100.888,12.942,100.888,100,cbi-087,อัลคาซาร์โชว์,Alcazar Show,CBI
12.942-100.889,12.942,100.889,100,cbi-087,อัลคาซาร์โชว์,Alcazar Show,CBI
12.943-100.889,12.943,100.889,100,cbi-087,อัลคาซาร์โชว์,Alcazar Show,CBI
12.943-100.888,12.943,100.888,100,cbi-087,อัลคาซาร์โชว์,Alcazar Show,CBI
13.230-100.995,13.23,100.995,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.230-100.996,13.23,100.996,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.229-100.996,13.229,100.996,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.229-100.995,13.229,100.995,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.231-100.996,13.231,100.996,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.229-100.997,13.229,100.997,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
13.231-100.995,13.231,100.995,100,cbi-088,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),Bang Phra Reservoir,CBI
12.920-100.960,12.92,100.96,1000,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.930-100.960,12.93,100.96,1000,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.940-100.960,12.94,100.96,1000,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.949-100.971,12.949,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.949-100.972,12.949,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.948-100.972,12.948,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.948-100.971,12.948,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.948-100.970,12.948,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.949-100.970,12.949,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.947-100.970,12.947,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.947-100.971,12.947,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.947-100.972,12.947,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.946-100.972,12.946,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.946-100.970,12.946,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.946-100.971,12.946,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.946-100.973,12.946,100.973,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.945-100.972,12.945,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.945-100.973,12.945,100.973,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.945-100.971,12.945,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.945-100.970,12.945,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.944-100.970,12.944,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.944-100.971,12.944,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.944-100.972,12.944,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.943-100.971,12.943,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.943-100.970,12.943,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.943-100.972,12.943,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.942-100.970,12.942,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.942-100.971,12.942,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.941-100.971,12.941,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.941-100.970,12.941,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.941-100.972,12.941,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.942-100.972,12.942,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.940-100.972,12.94,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.940-100.971,12.94,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.940-100.970,12.94,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.939-100.970,12.939,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.939-100.971,12.939,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.939-100.972,12.939,100.972,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.938-100.971,12.938,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.938-100.970,12.938,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.919-100.968,12.919,100.968,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.921-100.970,12.921,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.922-100.970,12.922,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.971,12.923,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.970,12.923,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.924-100.970,12.924,100.97,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.922-100.971,12.922,100.971,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.921-100.959,12.921,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.920-100.959,12.92,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.921-100.958,12.921,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.920-100.958,12.92,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.922-100.959,12.922,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.922-100.958,12.922,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.959,12.923,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.958,12.923,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.957,12.923,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.924-100.957,12.924,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.924-100.958,12.924,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.924-100.959,12.924,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.925-100.959,12.925,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.925-100.958,12.925,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.925-100.957,12.925,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.926-100.958,12.926,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.926-100.959,12.926,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.926-100.957,12.926,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.927-100.959,12.927,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.927-100.958,12.927,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.927-100.957,12.927,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.928-100.959,12.928,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.928-100.958,12.928,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.928-100.957,12.928,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.929-100.958,12.929,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.929-100.959,12.929,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
