,Unnamed: 0,poi,pname_en,pname_th,lat,lon,travel_time,pp_last_night,pp_morning,pp_afternoon,pp_evening,pp_night,pp_all,date
1553,1553,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2019-10-14
1499,1499,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.868,100.905,82.09090909,1,3,5,8,0,17,2019-10-14
1551,1551,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.663,100.86200000000001,,0,0,0,0,0,0,2019-10-14
1550,1550,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2019-10-14
1549,1549,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.926,,0,0,0,0,0,0,2019-10-14
1548,1548,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.904000000000002,100.976,,0,0,0,0,0,0,2019-10-14
1547,1547,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2019-10-14
1546,1546,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.603,100.961,,0,0,0,0,0,0,2019-10-14
1545,1545,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,59.54285714,0,1,20,14,0,35,2019-10-14
1544,1544,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.376,100.978,60.0,0,0,0,1,0,1,2019-10-14
1543,1543,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.934000000000001,100.904,,0,0,0,0,0,0,2019-10-14
1542,1542,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.18,,0,0,0,0,0,0,2019-10-14
1526,1526,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.927,100.867,56.5,0,2,1,0,1,4,2019-10-14
1541,1541,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.807,,0,0,0,0,0,0,2019-10-14
1539,1539,cbi-098,Wat Sanga See,วัดสังกะสี,13.402000000000001,101.044,,0,0,0,0,0,0,2019-10-14
1538,1538,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.376,101.001,,0,0,0,0,0,0,2019-10-14
1537,1537,cbi-096,Mini Town,เมืองจำลอง,12.954,100.91,117.1269841,0,6,4,5,0,15,2019-10-14
1536,1536,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.437000000000001,101.052,,0,0,0,0,0,0,2019-10-14
1535,1535,cbi-094,Nong Mon Market,ตลาดหนองมน,13.280999999999999,100.936,47.25,0,0,2,1,0,3,2019-10-14
1534,1534,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.927,,0,0,0,0,0,0,2019-10-14
1533,1533,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.833,100.965,,0,0,0,0,0,0,2019-10-14
1532,1532,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.957,100.941,84.75,0,9,7,2,0,18,2019-10-14
1531,1531,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.923,100.868,97.175,0,1,0,5,3,9,2019-10-14
1530,1530,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.934000000000001,100.964,135.2769231,0,10,6,0,1,17,2019-10-14
1529,1529,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.23,100.99600000000001,,0,0,0,0,0,0,2019-10-14
1528,1528,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.942,100.889,139.3194444,0,3,5,11,5,24,2019-10-14
1540,1540,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.787,100.955,73.0,0,0,1,0,0,1,2019-10-14
1498,1498,cbi-057,Jungle Bungy Jump Jomtien,จังเกิล บันจี้จั๊ม จอมเทียน,12.883,100.88799999999999,,0,0,0,0,0,0,2019-10-14
1483,1483,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.29,101.042,,0,0,0,0,0,0,2019-10-14
1496,1496,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.927,100.876,134.0690476,0,10,8,15,2,35,2019-10-14
1466,1466,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.2,101.58,,0,0,0,0,0,0,2019-10-14
1465,1465,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.911,100.77,,0,0,0,0,0,0,2019-10-14
1464,1464,cbi-022,Wonnapa Beach,หาดวอนนภา,13.267999999999999,100.92299999999999,,0,0,0,0,0,0,2019-10-14
1463,1463,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.962,100.883,66.0,0,1,0,0,0,1,2019-10-14
1462,1462,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.972999999999999,100.89299999999999,137.0,0,0,2,0,0,2,2019-10-14
1461,1461,cbi-019,Yin Yom Beach,หาดยินยอม,12.908,100.85700000000001,128.0,0,1,0,2,0,3,2019-10-14
1460,1460,cbi-018,Pattaya Beach,หาดพัทยา,12.937999999999999,100.881,89.74102564,1,7,8,5,4,25,2019-10-14
1459,1459,cbi-017,Nang Ram Beach,หาดนางรำ,12.615,100.92200000000001,271.0,0,1,0,0,0,1,2019-10-14
1458,1458,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9,100.777,,0,0,0,0,0,0,2019-10-14
1457,1457,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.642000000000001,100.928,,0,0,0,0,0,0,2019-10-14
1497,1497,cbi-056,Khao Pratumnak (Khao Phra Bat),เขาพระตำหนัก (เขาพระบาท),12.921,100.866,93.375,0,0,0,8,3,11,2019-10-14
1467,1467,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.161,101.59700000000001,,0,0,0,0,0,0,2019-10-14
1455,1455,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,,0,0,0,0,0,0,2019-10-14
1453,1453,cbi-011,Dongtan Beach,หาดดงตาล,12.659,100.916,179.5,0,1,1,0,0,2,2019-10-14
1452,1452,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89,100.87100000000001,112.12346640000001,3,25,11,21,25,85,2019-10-14
1451,1451,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.912,128.5,0,1,1,0,0,2,2019-10-14
1450,1450,cbi-008,Koh Sichang,เกาะสีชัง,13.145,100.80799999999999,,0,0,0,0,0,0,2019-10-14
1449,1449,cbi-007,Koh Larn,เกาะล้าน,12.915,100.775,,0,0,0,0,0,0,2019-10-14
1448,1448,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2019-10-14
1447,1447,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.85600000000001,,0,0,0,0,0,0,2019-10-14
1446,1446,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.342,100.943,,0,0,0,0,0,0,2019-10-14
1445,1445,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.251,101.376,,0,0,0,0,0,0,2019-10-14
1444,1444,cbi-002,Khao Sam Muk,เขาสามมุข,13.308,100.90700000000001,63.5,0,0,0,2,0,2,2019-10-14
1443,1443,cbi-001,Laem Thaen,แหลมแท่น,13.300999999999998,100.90100000000001,,0,0,0,0,0,0,2019-10-14
1454,1454,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.925,100.77799999999999,,0,0,0,0,0,0,2019-10-14
1468,1468,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.807,,0,0,0,0,0,0,2019-10-14
1456,1456,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.742,100.84100000000001,203.0,0,1,0,0,0,1,2019-10-14
1470,1470,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,69.0,0,1,0,0,0,1,2019-10-14
1469,1469,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.265,101.64399999999999,,0,0,0,0,0,0,2019-10-14
1495,1495,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.972999999999999,100.976,50.66666667,0,1,2,0,0,3,2019-10-14
1494,1494,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.154000000000002,100.98299999999999,120.0,0,0,1,0,0,1,2019-10-14
1493,1493,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.776,100.90700000000001,,0,0,0,0,0,0,2019-10-14
1492,1492,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.359000000000002,100.98299999999999,,0,0,0,0,0,0,2019-10-14
1491,1491,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.177,,0,0,0,0,0,0,2019-10-14
1490,1490,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.252,100.87700000000001,139.0,0,0,1,0,0,1,2019-10-14
1488,1488,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.364,100.988,,0,0,0,0,0,0,2019-10-14
1487,1487,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.663,100.898,60.5,0,2,0,0,0,2,2019-10-14
1486,1486,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.505,101.165,,0,0,0,0,0,0,2019-10-14
1485,1485,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.995999999999999,100.94200000000001,69.75,0,2,1,0,0,3,2019-10-14
1484,1484,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.299000000000001,100.91799999999999,,0,0,0,0,0,0,2019-10-14
1489,1489,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.337,100.928,,0,0,0,0,0,0,2019-10-14
1481,1481,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.79,100.959,42.0,0,0,1,0,0,1,2019-10-14
1482,1482,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2019-10-14
1472,1472,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.764000000000001,100.955,38.66666667,0,2,2,0,0,4,2019-10-14
1473,1473,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.972999999999999,100.889,,0,0,0,0,0,0,2019-10-14
1474,1474,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2019-10-14
1475,1475,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.454,101.184,,0,0,0,0,0,0,2019-10-14
1471,1471,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.174000000000001,100.919,,0,0,0,0,0,0,2019-10-14
1477,1477,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.818,,0,0,0,0,0,0,2019-10-14
1478,1478,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,,0,0,0,0,0,0,2019-10-14
1479,1479,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.141,,0,0,0,0,0,0,2019-10-14
1480,1480,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.367,101.24700000000001,,0,0,0,0,0,0,2019-10-14
1476,1476,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.95700000000001,,0,0,0,0,0,0,2019-10-14
1625,1625,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.780999999999999,100.956,85.0,0,0,1,0,0,1,2019-10-15
1626,1626,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.635,100.925,45.0,0,1,0,0,0,1,2019-10-15
1627,1627,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2019-10-15
1628,1628,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,42.0,0,1,1,0,0,2,2019-10-15
1629,1629,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.765999999999998,100.932,83.47619048,0,8,3,3,0,14,2019-10-15
1631,1631,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.96799999999999,137.83333330000002,1,3,1,1,1,7,2019-10-15
1632,1632,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.155,100.995,,0,0,0,0,0,0,2019-10-15
1633,1633,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,144.52083330000002,0,12,7,0,0,19,2019-10-15
1634,1634,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.337,100.956,110.0,0,1,0,0,0,1,2019-10-15
1624,1624,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.758,100.963,61.55555556,0,0,2,3,0,5,2019-10-15
1630,1630,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.927,100.948,,0,0,0,0,0,0,2019-10-15
1623,1623,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.947000000000001,100.889,151.375,0,1,0,3,1,5,2019-10-15
1635,1635,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.149000000000001,101.012,150.6539336,0,34,19,4,0,57,2019-10-15
1621,1621,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,214.0,0,0,0,1,0,1,2019-10-15
1620,1620,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.84,100.912,,0,0,0,0,0,0,2019-10-15
1619,1619,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2019-10-15
1618,1618,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2019-10-15
1617,1617,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,,0,0,0,0,0,0,2019-10-15
1616,1616,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,,0,0,0,0,0,0,2019-10-15
1615,1615,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.885,121.0,0,0,1,0,0,1,2019-10-15
1614,1614,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.94200000000001,43.0,0,1,3,0,0,4,2019-10-15
1613,1613,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.864,100.916,,0,0,0,0,0,0,2019-10-15
1612,1612,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.982000000000001,100.917,147.5735294,0,0,5,13,1,19,2019-10-15
1611,1611,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.949000000000002,100.887,99.25,0,0,0,3,0,3,2019-10-15
1622,1622,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.850999999999999,100.915,,0,0,0,0,0,0,2019-10-15
1637,1637,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.927,100.867,170.6,0,2,0,4,1,7,2019-10-15
1664,1664,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2019-10-15
1639,1639,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.942,100.889,116.0352564,0,3,0,13,3,19,2019-10-15
1610,1610,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.868,100.905,116.3125,0,3,5,3,0,11,2019-10-15
1663,1663,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.625,100.913,,0,0,0,0,0,0,2019-10-15
1662,1662,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.663,100.86200000000001,,0,0,0,0,0,0,2019-10-15
1661,1661,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2019-10-15
1660,1660,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.926,,0,0,0,0,0,0,2019-10-15
1659,1659,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.904000000000002,100.976,,0,0,0,0,0,0,2019-10-15
1658,1658,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2019-10-15
1657,1657,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.603,100.961,,0,0,0,0,0,0,2019-10-15
1656,1656,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,60.11111111,0,3,6,9,0,18,2019-10-15
1655,1655,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.376,100.978,,0,0,0,0,0,0,2019-10-15
1654,1654,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.934000000000001,100.904,,0,0,0,0,0,0,2019-10-15
1653,1653,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.18,,0,0,0,0,0,0,2019-10-15
1652,1652,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.807,,0,0,0,0,0,0,2019-10-15
1651,1651,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.787,100.955,59.5,0,1,1,0,0,2,2019-10-15
1650,1650,cbi-098,Wat Sanga See,วัดสังกะสี,13.402000000000001,101.044,,0,0,0,0,0,0,2019-10-15
1649,1649,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.376,101.001,226.0,0,1,0,0,0,1,2019-10-15
1648,1648,cbi-096,Mini Town,เมืองจำลอง,12.954,100.91,115.78787879999999,1,2,4,9,0,16,2019-10-15
1647,1647,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.437000000000001,101.052,,0,0,0,0,0,0,2019-10-15
1646,1646,cbi-094,Nong Mon Market,ตลาดหนองมน,13.280999999999999,100.936,70.0,1,0,0,0,0,1,2019-10-15
1645,1645,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.927,,0,0,0,0,0,0,2019-10-15
1644,1644,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.833,100.965,,0,0,0,0,0,0,2019-10-15
1643,1643,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.957,100.941,91.10714286,0,3,8,3,0,14,2019-10-15
1642,1642,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.923,100.868,154.3386243,0,0,3,13,2,18,2019-10-15
1641,1641,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.934000000000001,100.964,126.75,1,14,5,1,1,22,2019-10-15
1640,1640,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.23,100.99600000000001,,0,0,0,0,0,0,2019-10-15
1638,1638,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.897,100.896,68.5,0,0,1,1,0,2,2019-10-15
1609,1609,cbi-057,Jungle Bungy Jump Jomtien,จังเกิล บันจี้จั๊ม จอมเทียน,12.883,100.88799999999999,,0,0,0,0,0,0,2019-10-15
1636,1636,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.880999999999998,100.928,,0,0,0,0,0,0,2019-10-15
1607,1607,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.927,100.876,105.1309524,2,7,2,13,5,29,2019-10-15
1578,1578,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.161,101.59700000000001,,0,0,0,0,0,0,2019-10-15
1577,1577,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.2,101.58,,0,0,0,0,0,0,2019-10-15
1576,1576,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.911,100.77,,0,0,0,0,0,0,2019-10-15
1575,1575,cbi-022,Wonnapa Beach,หาดวอนนภา,13.267999999999999,100.92299999999999,,0,0,0,0,0,0,2019-10-15
1574,1574,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.962,100.883,95.75,0,0,1,2,1,4,2019-10-15
1573,1573,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.972999999999999,100.89299999999999,44.5,1,1,0,0,0,2,2019-10-15
1572,1572,cbi-019,Yin Yom Beach,หาดยินยอม,12.908,100.85700000000001,72.5,0,2,0,0,2,4,2019-10-15
1571,1571,cbi-018,Pattaya Beach,หาดพัทยา,12.937999999999999,100.881,98.10185185,0,6,11,5,2,24,2019-10-15
1570,1570,cbi-017,Nang Ram Beach,หาดนางรำ,12.615,100.92200000000001,274.0,0,0,1,0,0,1,2019-10-15
1569,1569,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9,100.777,,0,0,0,0,0,0,2019-10-15
1568,1568,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.642000000000001,100.928,,0,0,0,0,0,0,2019-10-15
1567,1567,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.742,100.84100000000001,,0,0,0,0,0,0,2019-10-15
1566,1566,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,,0,0,0,0,0,0,2019-10-15
1565,1565,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.925,100.77799999999999,,0,0,0,0,0,0,2019-10-15
1564,1564,cbi-011,Dongtan Beach,หาดดงตาล,12.659,100.916,,0,0,0,0,0,0,2019-10-15
1563,1563,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89,100.87100000000001,133.3773187,4,19,13,13,25,74,2019-10-15
1562,1562,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.912,,0,0,0,0,0,0,2019-10-15
1561,1561,cbi-008,Koh Sichang,เกาะสีชัง,13.145,100.80799999999999,,0,0,0,0,0,0,2019-10-15
1560,1560,cbi-007,Koh Larn,เกาะล้าน,12.915,100.775,,0,0,0,0,0,0,2019-10-15
1559,1559,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2019-10-15
1558,1558,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.85600000000001,44.0,0,0,1,0,0,1,2019-10-15
1557,1557,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.342,100.943,,0,0,0,0,0,0,2019-10-15
1556,1556,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.251,101.376,,0,0,0,0,0,0,2019-10-15
1555,1555,cbi-002,Khao Sam Muk,เขาสามมุข,13.308,100.90700000000001,,0,0,0,0,0,0,2019-10-15
1608,1608,cbi-056,Khao Pratumnak (Khao Phra Bat),เขาพระตำหนัก (เขาพระบาท),12.921,100.866,108.3611111,0,4,3,11,1,19,2019-10-15
1579,1579,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.807,,0,0,0,0,0,0,2019-10-15
1580,1580,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.265,101.64399999999999,,0,0,0,0,0,0,2019-10-15
1554,1554,cbi-001,Laem Thaen,แหลมแท่น,13.300999999999998,100.90100000000001,,0,0,0,0,0,0,2019-10-15
1581,1581,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2019-10-15
1606,1606,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.972999999999999,100.976,85.5,0,2,2,0,0,4,2019-10-15
1605,1605,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.154000000000002,100.98299999999999,35.0,0,0,0,1,0,1,2019-10-15
1604,1604,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.776,100.90700000000001,,0,0,0,0,0,0,2019-10-15
1603,1603,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.359000000000002,100.98299999999999,,0,0,0,0,0,0,2019-10-15
1602,1602,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.177,,0,0,0,0,0,0,2019-10-15
1601,1601,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.252,100.87700000000001,36.0,0,0,2,0,0,2,2019-10-15
1600,1600,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.337,100.928,,0,0,0,0,0,0,2019-10-15
1598,1598,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.663,100.898,203.0,0,1,0,0,0,1,2019-10-15
1597,1597,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.505,101.165,,0,0,0,0,0,0,2019-10-15
1596,1596,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.995999999999999,100.94200000000001,68.125,0,7,1,0,0,8,2019-10-15
1595,1595,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.299000000000001,100.91799999999999,,0,0,0,0,0,0,2019-10-15
