,Unnamed: 0,poi,pname_en,pname_th,lat,lon,travel_time,pp_last_night,pp_morning,pp_afternoon,pp_evening,pp_night,pp_all,date
15085,15085,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.9335,100.904,,0,0,0,0,0,0,2020-01-14
15084,15084,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.1795,,0,0,0,0,0,0,2020-01-14
15083,15083,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.8065,,0,0,0,0,0,0,2020-01-14
15082,15082,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.786875,100.954875,55.5,0,1,1,0,0,2,2020-01-14
15080,15080,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.3762,101.0006,,0,0,0,0,0,0,2020-01-14
15079,15079,cbi-096,Mini Town,เมืองจำลอง,12.95354545,100.9098636,186.34126980000002,5,1,3,10,5,24,2020-01-14
15078,15078,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.43725,101.052,,0,0,0,0,0,0,2020-01-14
15077,15077,cbi-094,Nong Mon Market,ตลาดหนองมน,13.2808,100.9356,56.0,0,0,0,0,1,1,2020-01-14
15076,15076,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.92671429999999,,0,0,0,0,0,0,2020-01-14
15075,15075,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.832625,100.96475,,0,0,0,0,0,0,2020-01-14
15074,15074,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.956875,100.941125,97.47380952,0,16,12,1,0,29,2020-01-14
15073,15073,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.92266667,100.8676667,123.82777779999999,0,0,1,18,5,24,2020-01-14
15072,15072,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.93417895,100.9641579,125.35185190000001,0,4,7,1,0,12,2020-01-14
15071,15071,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.22985714,100.99571429999999,54.0,0,0,1,0,0,1,2020-01-14
15070,15070,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.9425,100.8885,119.81818179999999,1,3,2,20,7,33,2020-01-14
15068,15068,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.92672727,100.86690909999999,155.5,0,2,2,3,4,11,2020-01-14
15095,15095,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2020-01-14
15039,15039,cbi-056,Khao Pratumnak (Khao Phra Bat),เขาพระตำหนัก (เขาพระบาท),12.92055556,100.8661111,125.05555559999999,0,2,1,11,1,15,2020-01-14
15038,15038,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.9274,100.8758571,110.4280303,3,8,15,15,3,44,2020-01-14
15008,15008,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.1995,101.58,,0,0,0,0,0,0,2020-01-14
15007,15007,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.91108333,100.7695,,0,0,0,0,0,0,2020-01-14
15006,15006,cbi-022,Wonnapa Beach,หาดวอนนภา,13.26833333,100.9233333,,0,0,0,0,0,0,2020-01-14
15005,15005,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.96235294,100.8833529,107.375,0,0,0,8,0,8,2020-01-14
15004,15004,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.9725,100.8925,109.66666670000001,1,1,1,0,1,4,2020-01-14
15003,15003,cbi-019,Yin Yom Beach,หาดยินยอม,12.90844444,100.85677779999999,151.41666669999998,1,2,0,0,2,5,2020-01-14
15002,15002,cbi-018,Pattaya Beach,หาดพัทยา,12.9375,100.8814167,109.88405800000001,6,5,8,12,5,36,2020-01-14
15001,15001,cbi-017,Nang Ram Beach,หาดนางรำ,12.61466667,100.9216667,,0,0,0,0,0,0,2020-01-14
15000,15000,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9002,100.7766,,0,0,0,0,0,0,2020-01-14
14999,14999,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.6415,100.92833329999999,,0,0,0,0,0,0,2020-01-14
14997,14997,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,201.0,0,0,2,0,0,2,2020-01-14
15009,15009,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.16125,101.5970833,,0,0,0,0,0,0,2020-01-14
14996,14996,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.924625,100.777875,,0,0,0,0,0,0,2020-01-14
14994,14994,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89036111,100.87138890000001,114.7235996,9,20,12,15,32,88,2020-01-14
14993,14993,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.9123077,130.6666667,0,0,1,2,0,3,2020-01-14
14992,14992,cbi-008,Koh Sichang,เกาะสีชัง,13.14541667,100.8079167,,0,0,0,0,0,0,2020-01-14
14991,14991,cbi-007,Koh Larn,เกาะล้าน,12.91461538,100.77461540000002,,0,0,0,0,0,0,2020-01-14
14990,14990,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2020-01-14
14989,14989,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.8555,,0,0,0,0,0,0,2020-01-14
14988,14988,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.3415,100.9425,,0,0,0,0,0,0,2020-01-14
14987,14987,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.2505,101.376,,0,0,0,0,0,0,2020-01-14
14986,14986,cbi-002,Khao Sam Muk,เขาสามมุข,13.3083,100.90655,160.0,0,0,0,1,0,1,2020-01-14
14985,14985,cbi-001,Laem Thaen,แหลมแท่น,13.3014,100.9008,,0,0,0,0,0,0,2020-01-14
15040,15040,cbi-057,Jungle Bungy Jump Jomtien,จังเกิล บันจี้จั๊ม จอมเทียน,12.883,100.88799999999999,298.0,0,0,0,1,0,1,2020-01-14
14995,14995,cbi-011,Dongtan Beach,หาดดงตาล,12.65888889,100.91577779999999,,0,0,0,0,0,0,2020-01-14
15010,15010,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.8065,,0,0,0,0,0,0,2020-01-14
14998,14998,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.74188889,100.8405556,120.66666670000001,0,0,4,0,0,4,2020-01-14
15012,15012,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2020-01-14
15011,15011,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.2655,101.64399999999999,,0,0,0,0,0,0,2020-01-14
15036,15036,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.1535,100.98299999999999,,0,0,0,0,0,0,2020-01-14
15035,15035,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.7755,100.90700000000001,,0,0,0,0,0,0,2020-01-14
15034,15034,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.35933333,100.9833333,,0,0,0,0,0,0,2020-01-14
15033,15033,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.1765,52.0,0,1,0,0,0,1,2020-01-14
15032,15032,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.25185714,100.8774286,77.0,0,1,0,0,0,1,2020-01-14
15031,15031,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.3365,100.9275,,0,0,0,0,0,0,2020-01-14
15030,15030,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.3635,100.9875,,0,0,0,0,0,0,2020-01-14
15029,15029,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.6632,100.8976,115.0,0,3,0,0,0,3,2020-01-14
15028,15028,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.50533333,101.1653333,,0,0,0,0,0,0,2020-01-14
15027,15027,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.9956,100.9418,57.75,0,9,1,0,0,10,2020-01-14
15026,15026,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.2985,100.9175,,0,0,0,0,0,0,2020-01-14
15025,15025,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.2895,101.042,,0,0,0,0,0,0,2020-01-14
15037,15037,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.9725,100.9755,117.0,0,2,2,1,0,5,2020-01-14
15013,15013,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.1738,100.9195,,0,0,0,0,0,0,2020-01-14
15023,15023,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.7895,100.9595,,0,0,0,0,0,0,2020-01-14
15022,15022,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.3665,101.2465,,0,0,0,0,0,0,2020-01-14
15021,15021,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.1405,,0,0,0,0,0,0,2020-01-14
15020,15020,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,285.0,0,1,0,0,0,1,2020-01-14
15019,15019,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.8175,,0,0,0,0,0,0,2020-01-14
15018,15018,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.9565,,0,0,0,0,0,0,2020-01-14
15017,15017,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.4535,101.184,,0,0,0,0,0,0,2020-01-14
15016,15016,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2020-01-14
15015,15015,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.9725,100.8885,,0,0,0,0,0,0,2020-01-14
15014,15014,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.76422857,100.9549143,53.0,0,1,1,0,0,2,2020-01-14
15024,15024,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2020-01-14
15168,15168,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.6354,100.9252,,0,0,0,0,0,0,2020-01-15
15169,15169,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.2845,100.9245,100.8,0,4,1,0,0,5,2020-01-15
15170,15170,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,58.07142857,0,6,5,3,0,14,2020-01-15
15171,15171,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.7663871,100.9320645,126.8571429,0,7,5,1,0,13,2020-01-15
15177,15177,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.14935,101.0119,160.1893939,0,21,18,6,0,45,2020-01-15
15173,15173,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.9675,126.8977273,4,9,8,3,3,27,2020-01-15
15174,15174,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.1555,100.9945,,0,0,0,0,0,0,2020-01-15
15175,15175,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,158.4885057,0,22,11,1,0,34,2020-01-15
15176,15176,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.33685714,100.9560714,,0,0,0,0,0,0,2020-01-15
15167,15167,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.7805,100.956,,0,0,0,0,0,0,2020-01-15
15172,15172,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.9275,100.948,,0,0,0,0,0,0,2020-01-15
15166,15166,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.75837037,100.9625556,68.33333333,0,2,5,0,0,7,2020-01-15
15159,15159,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,216.0,0,0,0,1,0,1,2020-01-15
15164,15164,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.8505,100.9145,115.0,0,0,0,1,0,1,2020-01-15
15163,15163,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,282.0,0,0,0,1,0,1,2020-01-15
15162,15162,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.8395,100.912,,0,0,0,0,0,0,2020-01-15
15161,15161,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2020-01-15
15160,15160,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2020-01-15
15158,15158,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,131.25,0,2,1,1,0,4,2020-01-15
15157,15157,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.8845,62.58333333,0,1,3,0,1,5,2020-01-15
15156,15156,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.9415,142.0,0,3,0,0,0,3,2020-01-15
15155,15155,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.8635,100.9155,,0,0,0,0,0,0,2020-01-15
15154,15154,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.9815,100.9175,113.38611110000001,0,2,7,13,0,22,2020-01-15
15153,15153,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.9485,100.887,101.5,0,0,2,2,0,4,2020-01-15
15165,15165,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.9465,100.889,123.33333329999999,0,3,2,4,0,9,2020-01-15
15178,15178,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.88072222,100.9281667,,0,0,0,0,0,0,2020-01-15
15152,15152,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.86771429,100.9048571,64.22735043,1,8,8,10,0,27,2020-01-15
15180,15180,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.8965,100.8955,63.38888889,0,4,4,0,0,8,2020-01-15
15205,15205,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.6255,100.913,,0,0,0,0,0,0,2020-01-15
15204,15204,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.6625,100.86200000000001,,0,0,0,0,0,0,2020-01-15
15203,15203,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2020-01-15
15202,15202,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.9255,,0,0,0,0,0,0,2020-01-15
15201,15201,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.90428571,100.976,,0,0,0,0,0,0,2020-01-15
15200,15200,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2020-01-15
15199,15199,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.60266667,100.9606667,,0,0,0,0,0,0,2020-01-15
15198,15198,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,68.05263158,0,2,10,7,0,19,2020-01-15
15197,15197,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.37576923,100.97823079999999,,0,0,0,0,0,0,2020-01-15
15196,15196,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.9335,100.904,226.0,1,0,0,1,0,2,2020-01-15
15195,15195,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.1795,,0,0,0,0,0,0,2020-01-15
15194,15194,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.8065,,0,0,0,0,0,0,2020-01-15
15193,15193,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.786875,100.954875,82.0,0,1,1,0,0,2,2020-01-15
15192,15192,cbi-098,Wat Sanga See,วัดสังกะสี,13.40166667,101.0436667,,0,0,0,0,0,0,2020-01-15
15191,15191,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.3762,101.0006,,0,0,0,0,0,0,2020-01-15
15190,15190,cbi-096,Mini Town,เมืองจำลอง,12.95354545,100.9098636,146.8983586,2,3,11,8,4,28,2020-01-15
15189,15189,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.43725,101.052,,0,0,0,0,0,0,2020-01-15
15188,15188,cbi-094,Nong Mon Market,ตลาดหนองมน,13.2808,100.9356,,0,0,0,0,0,0,2020-01-15
15187,15187,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.92671429999999,,0,0,0,0,0,0,2020-01-15
15186,15186,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.832625,100.96475,154.0,0,1,0,0,0,1,2020-01-15
15185,15185,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.956875,100.941125,92.82,0,6,9,1,0,16,2020-01-15
15184,15184,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.92266667,100.8676667,122.32121210000001,0,0,1,17,8,26,2020-01-15
